filename	bytes	sha256
00_NOETHER_RUSSIAN_COMPLETE_LINKED_READER.pdf	3419673	976B0AEC3FFAC0E26AFA28C962606A40B94492AB6DCFE3A9454F5362CF969FF4
01_NOETHER_RUSSIAN_EDITABLE_SOURCES.zip	664494	3875ADB38D2EA732A1353635D62BB96EEDC2E0A89C1E7394FBB550A66363C3A3
02_NOETHER_RUSSIAN_EVIDENCE_AND_PROVENANCE.zip	127271	40BD669AEBD4ECAA1CDB05C83A2A471F022508E6C38201492CA76D76B9C60503
03_NOETHER_RUSSIAN_SHA256_MANIFEST.txt	356	EED32B9D32C85BFE63725A169F0496DB92C1CF97F9728B0AA0924FD59E3F003A
